CFS,DATE,NATURE CODE,ADDRESS,XCOORD,YCOORD,DOW
051113-232,5/11/2013  11:02:09 PM,PARTY,334 NW KINGS BV,7479042.5000 ,341972.5625 ,SAT
051113-238,5/11/2013  11:12:01 PM,PARTY,NW 29TH ST AND NW HARRISON BV,7476906.0000 ,342471.0000 ,SAT
051113-235,5/11/2013  11:04:27 PM,PARTY,545 NW 16TH ST,7479914.5000 ,342459.0938 ,SAT
050213-267,5/2/2013  10:50:19 PM,MUSIC,308 NW 17TH ST,7479335.5000 ,341761.5938 ,THU
050213-282,5/2/2013  11:31:26 PM,PARTY,2245 NW HARRISON BV,7478491.5000 ,342365.7188 ,THU
050213-269,5/2/2013  11:06:55 PM,SRN,2455 NW JACKSON AV,7478133.0000 ,341639.8438 ,THU
061613-37,6/16/2013  3:21:15 AM,SRN,2051 NW JACKSON AV,7478882.0000 ,341436.0313 ,SUN
051813-165,5/18/2013  8:25:32 PM,SRN,2455 NW JACKSON AV,7478133.0000 ,341639.8438 ,SAT
051813-171,5/18/2013  8:55:18 PM,SRN,2645 NW TAYLOR AV,7477684.5000 ,343485.5625 ,SAT
051213-10,5/12/2013  12:40:45 AM,SRN,701 SW 7TH ST,7480785.5000 ,337998.4375 ,SUN
050413-31,5/4/2013  1:23:01 AM,MUSIC,2929 NW HARRISON BV,7476812.0000 ,342484.3438 ,SAT
050413-37,5/4/2013  1:38:48 AM,SRN,2808 NW ARNOLD,(1.0000),(1.0000),SAT
050413-28,5/4/2013  1:11:28 AM,SRN,970 NW GARFIELD AV,7482825.0000 ,346405.8438 ,SAT
051813-175,5/18/2013  9:13:06 PM,SRN,410 NW 25TH ST,7478065.0000 ,342476.4688 ,SAT
050413-287,5/4/2013  10:24:11 PM,SRN,815 NW MERRIE DR,7474410.5000 ,343976.9688 ,SAT
050413-298,5/4/2013  10:57:44 PM,SRN,361 NW 26TH ST,7477774.0000 ,342253.4375 ,SAT
050413-304,5/4/2013  11:11:06 PM,SRN,SW ADAMS AV AND SW 10TH ST,7480343.0000 ,339271.0000 ,SAT
050313-176,5/3/2013  7:48:13 PM,SRN,258 SW PLEASANT PL [CORVALLIS],7480819.5000 ,335754.4688 ,FRI
051913-20,5/19/2013  1:33:07 AM,PARTY,5026 SW TECHNOLOGY LP,7470564.5000 ,334714.5000 ,SUN
051913-28,5/19/2013  2:13:25 AM,MUSIC,2001 NW MONROE AV,7479021.5000 ,341013.8750 ,SUN
051913-26,5/19/2013  2:05:53 AM,PARTY,1317 NW GARFIELD AV,7481254.5000 ,346453.4375 ,SUN
060213-193,6/2/2013  11:35:26 PM,PARTY,1658 SW LELAND PL,7468658.0000 ,334357.6250 ,SUN
060913-111,6/9/2013  1:48:54 PM,MUSIC,3248 NW HUCKLEBERRY PL,7475484.5000 ,352325.2500 ,SUN
051813-211,5/18/2013  10:39:03 PM,SRN,689 NW 23RD ST,7478428.5000 ,343367.3438 ,SAT
050513-37,5/5/2013  1:46:44 AM,SRN,331 NW 26TH ST,7477773.0000 ,342107.7188 ,SUN
050513-47,5/5/2013  2:05:56 AM,SRN,2051 NW JACKSON AV,7478882.0000 ,341436.0313 ,SUN
050513-36,5/5/2013  1:44:46 AM,SRN,335 SW 11TH ST,7480182.5000 ,339597.2500 ,SUN
051013-211,5/10/2013  10:02:00 PM,MUSIC,6298 SW GRAND OAKS DR,7466173.5000 ,337749.3750 ,FRI
050413-301,5/4/2013  11:05:57 PM,PARTY,1050 NW VAN BUREN AV,7480900.5000 ,341078.8438 ,SAT
051813-8,5/18/2013  12:30:32 AM,PARTY,1380 NW 13TH ST,7481262.5000 ,345081.6250 ,SAT
051013-236,5/10/2013  11:15:54 PM,MUSIC,1067 SW ADAMS AV,7480171.5000 ,339347.5313 ,FRI
051013-232,5/10/2013  11:04:12 PM,PARTY,708 NW 27TH ST,7477525.5000 ,343518.6875 ,FRI
051013-235,5/10/2013  11:11:08 PM,SRN,420 NW 21ST ST,7478719.0000 ,342381.9375 ,FRI
051013-227,5/10/2013  10:55:38 PM,SRN,428 NW 16TH ST,7479741.5000 ,342079.4063 ,FRI
051813-228,5/18/2013  11:20:29 PM,SRN,1364 NW 19TH ST,7479658.0000 ,345122.6563 ,SAT
051813-240,5/18/2013  11:59:23 PM,SRN,228 NW 8TH ST,7481490.0000 ,340572.4063 ,SUN
051913-10,5/19/2013  12:38:05 AM,SRN,550 NW WITHAM DR,7474452.5000 ,343144.2188 ,SUN
051913-18,5/19/2013  1:17:52 AM,SRN,2701 NW FILLMORE AV,7477533.0000 ,343824.5000 ,SUN
051913-49,5/19/2013  5:00:52 AM,MUSIC,1379 SW E AV,7479564.0000 ,337148.4688 ,SUN
051013-238,5/10/2013  11:20:33 PM,MUSIC,1009 SW 15TH ST,7479194.0000 ,337442.1250 ,SAT
051113-4,5/11/2013  12:04:57 AM,MUSIC,NW DIVISION ST AND NW CLEVELAND AV,7482855.0000 ,347417.0000 ,SAT
051113-12,5/11/2013  12:44:00 AM,SRN,719 SW 5TH ST,7481252.5000 ,337584.4375 ,SAT
051113-16,5/11/2013  1:09:18 AM,SRN,1315 SW E AV,7479769.0000 ,337118.4375 ,SAT
052613-170,5/26/2013  9:21:36 PM,SRN,1807 NW BECA AV,7479925.0000 ,344707.3438 ,SUN
051713-238,5/17/2013  11:25:31 PM,SRN,629 NW 17TH ST,7479779.5000 ,342823.6250 ,FRI
051713-245,5/17/2013  11:43:49 PM,SRN,2535 NW TAYLOR AV,7477991.0000 ,343470.8125 ,FRI
051713-234,5/17/2013  11:17:20 PM,SRN,2455 NW JACKSON AV,7478133.0000 ,341639.8438 ,FRI
051713-235,5/17/2013  11:20:23 PM,PARTY,2645 NW TYLER AV,7477663.5000 ,342809.3750 ,FRI
051713-244,5/17/2013  11:43:00 PM,PARTY,306 SW 7TH ST,7481272.5000 ,339272.3438 ,SAT
070313-254,7/3/2013  10:09:10 PM,MUSIC,235 NW 25TH ST,7478069.0000 ,341751.2500 ,WED
050813-186,5/8/2013  7:13:25 PM,MUSIC,2600 NW TAYLOR AV,7477801.5000 ,343457.2500 ,WED
050813-210,5/8/2013  8:24:28 PM,MUSIC,2600 NW TAYLOR AV,7477801.5000 ,343457.2500 ,WED
050813-233,5/8/2013  10:23:00 PM,MUSIC,6298 SW GRAND OAKS DR,7466173.5000 ,337749.3750 ,WED
062913-4,6/29/2013  12:15:20 AM,PARTY,900 SW 15TH ST,7479189.0000 ,337746.7188 ,SAT
062913-3,6/29/2013  12:10:46 AM,PARTY,1000 SW ADAMS AV,7480323.5000 ,339266.5000 ,SAT
062913-25,6/29/2013  2:18:19 AM,PARTY,2600 NW FILLMORE AV,7477804.5000 ,343790.6250 ,SAT
072013-22,7/20/2013  1:53:21 AM,SRN,3231 NW ORCHARD AV,7475893.5000 ,341105.2500 ,SAT
062213-188,6/22/2013  7:44:41 PM,MUSIC,1525 NW 23RD ST,7478543.0000 ,346130.7500 ,SAT
051913-170,5/19/2013  6:18:22 PM,SRN,SW PICKFORD ST AND SW TUNISON AV,7480352.0000 ,332001.0000 ,SUN
052613-36,5/26/2013  3:24:03 AM,PARTY,727 SW 5TH ST,7481241.5000 ,337557.2188 ,SUN
051013-233,5/10/2013  11:08:16 PM,MUSIC,805 SE PARK AV,7482791.0000 ,330217.7188 ,FRI
051013-239,5/10/2013  11:21:42 PM,MUSIC,6298 SW GRAND OAKS DR,7466173.5000 ,337749.3750 ,FRI
060913-169,6/9/2013  8:16:12 PM,MUSIC,768 SE MARION AV,7482732.5000 ,331291.1875 ,SUN
061513-198,6/15/2013  9:47:09 PM,PARTY,NW 17TH ST AND NW GRANT CR,7480282.0000 ,345544.0000 ,SAT
061313-13,6/13/2013  2:32:23 AM,PARTY,939 SW 13TH ST,7479784.5000 ,337607.4688 ,THU
051813-145,5/18/2013  6:23:24 PM,SRN,330 NW 23RD ST,7478383.5000 ,342043.3750 ,SAT
052613-190,5/26/2013  10:27:36 PM,SRN,2111 NW HARRISON BV,7478707.0000 ,342322.1563 ,SUN
052713-15,5/27/2013  1:21:34 AM,SRN,907 NW 11TH ST,7481681.0000 ,343412.1250 ,MON
061113-31,6/11/2013  6:36:48 AM,SRN,2631 SW LEONARD ST,7479982.0000 ,331102.8438 ,TUE
051813-6,5/18/2013  12:28:35 AM,PARTY,6298 SW GRAND OAKS DR,7466173.5000 ,337749.3750 ,SAT
052613-180,5/26/2013  10:11:36 PM,MUSIC,6300 SW GRAND OAKS DR,7466173.0000 ,337742.3750 ,MON
072113-184,7/21/2013  9:50:05 PM,PARTY,1009 SW 13TH ST,7479803.5000 ,337384.7500 ,SUN
061913-2,6/19/2013  12:19:07 AM,SRN,2099 NW TAYLOR AV,7478765.0000 ,343378.4375 ,WED
052413-217,5/24/2013  10:09:36 PM,MUSIC,2001 NW MONROE AV,7479021.5000 ,341013.8750 ,FRI
052413-223,5/24/2013  10:35:41 PM,PARTY,NW 21ST ST AND NW HARRISON BV,7478729.0000 ,342304.0000 ,FRI
033113-17,3/31/2013  1:30:38 AM,SRN,315 SE LILLY AV,7481773.5000 ,333663.1875 ,SUN
052713-171,5/27/2013  9:32:21 PM,PARTY,933 SW 11TH ST,7480045.5000 ,337656.7813 ,MON
061913-200,6/19/2013  10:23:48 PM,PARTY,3930 NW WITHAM HILL DR,7473845.5000 ,346185.7813 ,WED
062813-163,6/28/2013  9:27:14 PM,PARTY,332 NW KINGS BV,7479042.0000 ,341964.7188 ,FRI
060513-30,6/5/2013  7:29:46 AM,MUSIC,417 NW MERRIE DR,7473837.0000 ,342910.0625 ,WED
052713-177,5/27/2013  10:21:12 PM,MUSIC,5008 SW TECHNOLOGY LP,7470686.5000 ,335035.9063 ,MON
053113-165,5/31/2013  6:02:28 PM,SRN,2535 NW TAYLOR AV,7477991.0000 ,343470.8125 ,FRI
060813-254,6/8/2013  11:15:18 PM,SRN,333 NW 15TH ST,7479849.0000 ,341647.9063 ,SAT
060813-267,6/8/2013  11:52:18 PM,SRN,444 NW 17TH ST,7479522.0000 ,342228.6875 ,SUN
060913-17,6/9/2013  12:43:48 AM,PARTY,1460 NW VAN BUREN AV,7479904.0000 ,341476.3750 ,SUN
060913-21,6/9/2013  1:03:48 AM,SRN,360 SW 8TH ST,7480931.0000 ,339194.7500 ,SUN
060913-24,6/9/2013  1:13:01 AM,MUSIC,1460 NW VAN BUREN AV,7479904.0000 ,341476.3750 ,SUN
052413-241,5/24/2013  11:20:18 PM,PARTY,1061 SW WASHINGTON AV,7480047.5000 ,339007.3750 ,FRI
052513-2,5/25/2013  12:04:35 AM,PARTY,535 NW 19TH ST,7479177.0000 ,342714.9688 ,SAT
060113-314,6/1/2013  11:56:54 PM,SRN,2535 NW TAYLOR AV,7477991.0000 ,343470.8125 ,SAT
052513-3,5/25/2013  12:07:29 AM,SRN,905 NW 29TH ST,7477036.0000 ,344136.6563 ,SAT
060213-3,6/2/2013  12:03:15 AM,SRN,2535 NW TAYLOR AV,7477991.0000 ,343470.8125 ,SUN
060213-11,6/2/2013  12:39:22 AM,SRN,361 NW 26TH ST,7477774.0000 ,342253.4375 ,SUN
060213-4,6/2/2013  12:03:25 AM,SRN,679 NW MAXINE AV,7484137.5000 ,351741.3438 ,SUN
061513-83,6/15/2013  10:45:07 AM,MUSIC,1315 SW E AV,7479769.0000 ,337118.4375 ,SAT
060713-24,6/7/2013  2:00:09 AM,PARTY,334 NW KINGS BV,7479042.5000 ,341972.5625 ,FRI
052613-182,5/26/2013  10:13:23 PM,SRN,1807 NW BECA AV,7479925.0000 ,344707.3438 ,SUN
053113-262,5/31/2013  10:59:12 PM,SRN,527 NW 23RD ST,7478419.5000 ,342826.0938 ,FRI
053113-269,5/31/2013  11:10:07 PM,SRN,120 NW 13TH ST,7480040.5000 ,340695.8438 ,FRI
053113-277,5/31/2013  11:46:15 PM,SRN,1221 NW 12TH ST,7481860.0000 ,344440.6563 ,FRI
053113-246,5/31/2013  10:31:05 PM,SRN,701 SW 7TH ST,7480785.5000 ,337998.4375 ,FRI
061913-213,6/19/2013  11:47:19 PM,SRN,650 NW 5TH ST,7482920.5000 ,341734.1875 ,WED
052413-181,5/24/2013  8:40:20 PM,MUSIC,134 SW 4TH ST,7482348.0000 ,339561.7500 ,FRI
052513-144,5/25/2013  7:11:26 PM,MUSIC,1225 SE SEAPORT CR,7483839.0000 ,329190.2500 ,SAT
052513-147,5/25/2013  7:34:59 PM,PARTY,2860 NW POLK AV,7477063.5000 ,343157.8750 ,SAT
060113-2,6/1/2013  12:00:51 AM,SRN,440 SW 10TH ST,7480276.5000 ,339134.5625 ,SAT
053113-272,5/31/2013  11:19:34 PM,PARTY,1000 SW ADAMS AV,7480323.5000 ,339266.5000 ,FRI
060113-7,6/1/2013  12:24:11 AM,SRN,2315 NW JACKSON AV,7478362.0000 ,341578.9688 ,SAT
060113-17,6/1/2013  12:52:33 AM,SRN,335 NW 25TH ST,7478075.5000 ,342119.4688 ,SAT
060113-8,6/1/2013  12:28:19 AM,PARTY,2111 NW HARRISON BV,7478707.0000 ,342322.1563 ,SAT
060113-16,6/1/2013  12:47:54 AM,MUSIC,665 NW 10TH ST,7481587.0000 ,342418.9063 ,SAT
060113-13,6/1/2013  12:44:53 AM,SRN,2645 NW TAYLOR AV,7477684.5000 ,343485.5625 ,SAT
060113-255,6/1/2013  9:30:35 PM,SRN,2804 NW FILLMORE AV,7477258.0000 ,343810.3750 ,SAT
053113-202,5/31/2013  8:05:13 PM,SRN,120 NW 13TH ST,7480040.5000 ,340695.8438 ,FRI
053113-199,5/31/2013  7:55:43 PM,SRN,144 NW 14TH ST,7479830.0000 ,340886.0313 ,FRI
053113-225,5/31/2013  9:09:54 PM,SRN,527 NW 23RD ST,7478419.5000 ,342826.0938 ,FRI
060613-11,6/6/2013  3:14:06 AM,PARTY,1630 SE CRYSTAL LAKE DR,7483625.0000 ,334443.3750 ,THU
060313-205,6/3/2013  10:51:26 PM,MUSIC,1460 NW DIVISION ST,7482773.0000 ,345743.6250 ,MON
060313-207,6/3/2013  10:58:00 PM,SRN,111 NW 30TH ST,7476577.5000 ,341369.1250 ,MON
053113-232,5/31/2013  9:28:50 PM,SRN,127 NW 26TH ST,7477773.0000 ,341500.3438 ,FRI
040713-41,4/7/2013  2:26:42 AM,PARTY,1755 NW GARRYANNA ST,7480769.0000 ,347420.5000 ,SUN
040713-18,4/7/2013  12:50:42 AM,PARTY,2455 NW JACKSON AV,7478133.0000 ,341639.8438 ,SUN
040713-6,4/7/2013  12:08:05 AM,SRN,1054 SW ADAMS AV,7480193.0000 ,339315.2500 ,SUN
060813-34,6/8/2013  2:43:13 AM,PARTY,SW 8TH ST AND SW ADAMS AV,7480885.0000 ,339051.0000 ,SAT
060813-36,6/8/2013  2:44:27 AM,PARTY,527 NW 23RD ST,7478419.5000 ,342826.0938 ,SAT
060813-39,6/8/2013  2:54:41 AM,SRN,2245 NW HARRISON BV,7478491.5000 ,342365.7188 ,SAT
060813-244,6/8/2013  10:50:06 PM,PARTY,1529 SW BIRDIE DR,7474697.0000 ,334885.7813 ,SAT
060513-94,6/5/2013  11:56:24 AM,MUSIC,NW TYLER AV AND NW 11TH ST,7481054.0000 ,341839.0000 ,WED
070313-7,7/3/2013  12:36:35 AM,PARTY,NW 14TH ST AND NW VAN BUREN AV,7480055.0000 ,341428.0000 ,WED
030113-208,3/1/2013  9:35:13 PM,PARTY,517 SW 2ND ST,7482363.0000 ,337971.3125 ,FRI
030113-217,3/1/2013  10:12:18 PM,MUSIC,NW 33RD ST AND NW FILLMORE AV,7475800.0000 ,343888.0000 ,FRI
060413-204,6/4/2013  11:34:31 PM,MUSIC,345 NW 23RD ST,7478406.5000 ,342104.7500 ,TUE
060413-202,6/4/2013  11:28:12 PM,MUSIC,100 SW 2ND ST,7482936.0000 ,339455.0000 ,TUE
060513-3,6/5/2013  12:10:31 AM,PARTY,708 NW 27TH ST,7477525.5000 ,343518.6875 ,WED
040613-175,4/6/2013  11:56:50 PM,SRN,127 NW 26TH ST,7477773.0000 ,341500.3438 ,SAT
040713-12,4/7/2013  12:29:17 AM,SRN,1011 NW 25TH ST,7478122.0000 ,344393.7500 ,SUN
060713-192,6/7/2013  10:11:05 PM,MUSIC,218 SW 8TH ST,7481131.0000 ,339688.2500 ,FRI
060713-191,6/7/2013  9:45:37 PM,SRN,1849 NW HIGHLAND DR,7482540.0000 ,347628.4688 ,FRI
060713-200,6/7/2013  11:03:45 PM,PARTY,2245 NW HARRISON BV,7478491.5000 ,342365.7188 ,FRI
060713-196,6/7/2013  10:35:32 PM,PARTY,1125 SW STOPP PL,7471656.5000 ,336866.5000 ,FRI
060713-199,6/7/2013  11:00:53 PM,PARTY,2945 SW WESTERN BV,7476504.0000 ,337065.2188 ,FRI
060613-224,6/6/2013  9:01:39 PM,PARTY,140 NW 13TH ST,7480070.0000 ,340771.8438 ,THU
060513-98,6/5/2013  12:18:12 PM,MUSIC,NW TYLER AV AND NW 11TH ST,7481054.0000 ,341839.0000 ,WED
060613-229,6/6/2013  9:13:20 PM,SRN,327 NW 14TH ST,7480104.0000 ,341522.3438 ,THU
060613-240,6/6/2013  10:21:23 PM,MUSIC,2675 NE LANCASTER ST,7487316.5000 ,350089.6563 ,THU
060713-10,6/7/2013  12:39:54 AM,PARTY,329 SW 10TH ST,7480451.5000 ,339513.2188 ,FRI
060713-8,6/7/2013  12:34:44 AM,PARTY,725 SW 13TH ST,7479715.0000 ,338373.3438 ,FRI
060713-7,6/7/2013  12:28:47 AM,SRN,321 NW 12TH ST,7480573.5000 ,341311.6250 ,FRI
060713-20,6/7/2013  1:29:18 AM,SRN,120 NW 23RD ST,7478370.5000 ,341311.6563 ,FRI
060713-19,6/7/2013  1:26:03 AM,MUSIC,1425 NW MONROE AV,7479711.5000 ,340748.5625 ,FRI
060413-17,6/4/2013  2:33:20 AM,MUSIC,124 NW 7TH ST,7481616.5000 ,340100.9688 ,TUE
061113-146,6/11/2013  2:40:46 PM,MUSIC,NW 23RD ST AND NW LINCOLN AV,7478437.0000 ,344348.0000 ,TUE
042613-218,4/26/2013  11:07:19 PM,MUSIC,780 NW 25TH ST,7478087.5000 ,343721.1250 ,FRI
042613-216,4/26/2013  11:04:12 PM,SRN,325 NW 15TH ST,7479838.0000 ,341621.0000 ,FRI
042613-222,4/26/2013  11:21:04 PM,PARTY,2245 NW HARRISON BV,7478491.5000 ,342365.7188 ,FRI
062013-224,6/20/2013  11:40:13 PM,MUSIC,235 NW 25TH ST,7478069.0000 ,341751.2500 ,THU
062913-244,6/29/2013  11:29:25 PM,PARTY,527 NW 23RD ST,7478419.5000 ,342826.0938 ,SAT
071413-21,7/14/2013  1:08:27 AM,PARTY,1113 NE BURKE PL,7489658.5000 ,351338.8125 ,SUN
030813-198,3/8/2013  10:14:55 PM,SRN,1462 NW 20TH PL,7479321.0000 ,345688.3750 ,FRI
030813-189,3/8/2013  9:53:53 PM,SRN,2318 NW VAN BUREN AV,7478354.0000 ,341885.1250 ,FRI
030813-149,3/8/2013  6:08:49 PM,MUSIC,695 NW 23RD ST,7478429.0000 ,343386.5313 ,FRI
030813-139,3/8/2013  5:02:23 PM,MUSIC,3020 SW ORCHARD AV,7476496.0000 ,341065.9688 ,FRI
030813-136,3/8/2013  4:38:34 PM,MUSIC,NW 23RD ST AND NW TAYLOR AV,7478418.0000 ,343412.0000 ,FRI
061713-158,6/17/2013  5:48:47 PM,MUSIC,615 NW WALNUT BV,7484363.5000 ,350350.8750 ,MON
031213-184,3/12/2013  11:50:05 PM,MUSIC,2099 NW TAYLOR AV,7478765.0000 ,343378.4375 ,WED
061413-170,6/14/2013  4:13:34 PM,MUSIC,330 NW 21ST ST,7478710.5000 ,341971.1875 ,FRI
061713-194,6/17/2013  10:46:02 PM,PARTY,5532 SW WINDFLOWER DR,7468442.5000 ,334463.0000 ,MON
061513-194,6/15/2013  9:03:01 PM,PARTY,NW 17TH ST AND NW GRANT CR,7480282.0000 ,345544.0000 ,SAT
031013-62,3/10/2013  9:49:45 AM,MUSIC,1695 NW DIVISION ST,7482857.5000 ,347054.3750 ,SUN
031013-21,3/10/2013  1:17:59 AM,PARTY,327 NW 13TH ST,7480349.5000 ,341423.8438 ,SUN
031013-7,3/10/2013  12:27:02 AM,PARTY,1265 NW GRANT AV,7481486.0000 ,345183.5000 ,SUN
062913-250,6/29/2013  11:57:39 PM,PARTY,315 NW 8TH ST,7481633.5000 ,340867.4688 ,SAT
070713-24,7/7/2013  1:23:12 AM,SRN,223 NW 12TH ST,7480441.5000 ,340972.5625 ,SUN
030513-212,3/5/2013  10:46:06 PM,MUSIC,334 NW KINGS BV,7479042.5000 ,341972.5625 ,TUE
062213-23,6/22/2013  12:47:41 AM,SRN,714 NW 29TH ST,7476969.5000 ,343556.1250 ,SAT
070613-102,7/6/2013  1:29:43 PM,MUSIC,1460 NW VAN BUREN AV,7479904.0000 ,341476.3750 ,SAT
062513-169,6/25/2013  6:02:33 PM,PARTY,2219 NW VAN BUREN AV,7478527.5000 ,341874.1563 ,TUE
070413-238,7/4/2013  10:30:03 PM,PARTY,2111 NW HARRISON BV,7478707.0000 ,342322.1563 ,THU
070413-175,7/4/2013  7:42:14 PM,SRN,3635 NW ELMWOOD DR,7475003.0000 ,348452.8125 ,THU
070313-235,7/3/2013  8:49:21 PM,MUSIC,200 NW 25TH ST,7478045.0000 ,341648.5938 ,WED
071413-177,7/14/2013  11:55:35 PM,MUSIC,NW 25TH ST AND NW JACKSON AV,7478056.0000 ,341647.0000 ,SUN
071413-162,7/14/2013  9:45:53 PM,PARTY,344 NW 17TH ST,7479384.0000 ,341882.5313 ,SUN
071413-160,7/14/2013  9:42:53 PM,MUSIC,615 NW 5TH ST,7482892.5000 ,341607.2500 ,SUN
072013-17,7/20/2013  1:30:57 AM,PARTY,3241 NW ORCHARD AV,7475865.0000 ,341106.0625 ,SAT
041113-242,4/11/2013  11:17:51 PM,MUSIC,1122 NW 27TH ST,7477567.0000 ,344776.6563 ,THU
071013-181,7/10/2013  8:27:38 PM,MUSIC,1460 NW VAN BUREN AV,7479904.0000 ,341476.3750 ,WED
062813-179,6/28/2013  10:29:07 PM,PARTY,1009 SW 13TH ST,7479803.5000 ,337384.7500 ,FRI
062213-4,6/22/2013  12:13:03 AM,SRN,1460 NW VAN BUREN AV,7479904.0000 ,341476.3750 ,SAT
072013-35,7/20/2013  3:46:03 AM,PARTY,SW 10TH ST AND SW JEFFERSON AV,7480483.0000 ,339622.0000 ,SAT
070113-177,7/1/2013  10:42:02 PM,PARTY,212 NE CONIFER BV,7486936.0000 ,351634.0000 ,MON
071913-234,7/19/2013  10:23:50 PM,MUSIC,1050 SW POPLAR PL,7476031.0000 ,336894.0000 ,FRI
071913-237,7/19/2013  10:26:34 PM,PARTY,254 SW TWIN OAKS CR,7480820.0000 ,335882.4375 ,FRI
071913-240,7/19/2013  10:32:24 PM,PARTY,NW 15TH ST AND NW TAYLOR AV,7480339.0000 ,342860.0000 ,FRI
071913-11,7/19/2013  12:59:46 AM,SRN,257 SW WAKE ROBIN AV,7480349.0000 ,330081.0313 ,FRI
020213-107,2/2/2013  3:00:48 PM,MUSIC,1460 NW VAN BUREN AV,7479904.0000 ,341476.3750 ,SAT
072013-195,7/20/2013  11:06:20 PM,SRN,2310 NW VAN BUREN AV,7478366.5000 ,341882.8125 ,SAT
072013-191,7/20/2013  10:54:11 PM,SRN,345 NW 23RD ST,7478406.5000 ,342104.7500 ,SAT
072013-208,7/20/2013  11:54:27 PM,PARTY,513 NW 17TH ST,7479635.0000 ,342455.0000 ,SAT
072013-203,7/20/2013  11:35:08 PM,SRN,1345 NW 17TH ST,7480290.0000 ,344919.6875 ,SAT
022613-217,2/26/2013  10:29:55 PM,MUSIC,1011 SE DOROTHY AV,7483277.0000 ,332202.8750 ,TUE
071713-179,7/17/2013  6:44:07 PM,MUSIC,615 NW 5TH ST,7482892.5000 ,341607.2500 ,WED
071713-177,7/17/2013  6:37:34 PM,MUSIC,1215 NW 11TH ST,7482037.5000 ,344323.2500 ,WED
072213-29,7/22/2013  9:03:07 AM,MUSIC,1500 NW 14TH PL,7480822.5000 ,346163.3750 ,MON
071713-157,7/17/2013  4:58:37 PM,MUSIC,1215 NW 11TH ST,7482037.5000 ,344323.2500 ,WED
072013-100,7/20/2013  2:42:42 PM,MUSIC,1215 NW 11TH ST,7482037.5000 ,344323.2500 ,SAT
073113-254,7/31/2013  11:34:18 PM,PARTY,812 NW HARRISON BV,7481695.0000 ,341171.1250 ,WED
080113-268,8/1/2013  11:46:41 PM,PARTY,5720 SW DONOVAN PL,7468298.5000 ,338355.5625 ,THU
080213-12,8/2/2013  1:24:26 AM,SRN,840 SW GROVE ST,7476785.0000 ,337462.2813 ,FRI
080213-13,8/2/2013  2:09:35 AM,PARTY,223 NW 12TH ST,7480441.5000 ,340972.5625 ,FRI
080213-15,8/2/2013  2:42:25 AM,PARTY,242 NW 28TH ST,7477085.0000 ,341895.7188 ,FRI
080213-17,8/2/2013  3:30:09 AM,PARTY,242 NW 28TH ST,7477085.0000 ,341895.7188 ,FRI
080213-150,8/2/2013  5:44:34 PM,MUSIC,934 NW SYCAMORE AV,7483927.0000 ,348902.5000 ,FRI
080213-196,8/2/2013  10:08:01 PM,MUSIC,1025 NW 36TH ST,7475027.5000 ,344595.7813 ,FRI
080313-18,8/3/2013  3:49:03 AM,PARTY,900 SE CENTERPOINTE DR,7482381.5000 ,328194.4688 ,SAT
080313-182,8/3/2013  10:10:43 PM,PARTY,1220 NW 12TH ST,7481838.0000 ,344441.0938 ,SAT
080413-16,8/4/2013  1:28:40 AM,PARTY,1681 SW 49TH ST,7470145.5000 ,334221.0625 ,SUN
080413-30,8/4/2013  4:27:00 AM,PARTY,1215 NW 11TH ST,7482037.5000 ,344323.2500 ,SUN
080413-162,8/4/2013  9:10:34 PM,MUSIC,NW 9TH ST AND NW WALNUT BV,7485363.0000 ,350277.0000 ,SUN
080413-177,8/4/2013  11:00:15 PM,MUSIC,1525 NW 23RD ST,7478543.0000 ,346130.7500 ,SUN
080613-14,8/6/2013  5:47:34 AM,SRN,345 NW 9TH ST,7481396.5000 ,341074.9063 ,TUE
080713-161,8/7/2013  5:01:26 PM,MUSIC,615 NW 5TH ST,7482892.5000 ,341607.2500 ,WED
080813-235,8/8/2013  10:05:12 PM,PARTY,1014 NW 26TH ST,7477832.5000 ,344415.2813 ,THU
080813-240,8/8/2013  10:33:07 PM,MUSIC,2616 NW COOLIDGE WY,7477775.0000 ,344350.3125 ,THU
080813-244,8/8/2013  10:42:03 PM,SRN,2245 NW HARRISON BV,7478491.5000 ,342365.7188 ,THU
080813-248,8/8/2013  11:11:59 PM,SRN,2245 NW HARRISON BV,7478491.5000 ,342365.7188 ,THU
080813-252,8/8/2013  11:51:29 PM,PARTY,325 NW 15TH ST,7479838.0000 ,341621.0000 ,THU
080913-2,8/9/2013  12:11:53 AM,PARTY,2245 NW HARRISON BV,7478491.5000 ,342365.7188 ,FRI
080913-3,8/9/2013  12:13:37 AM,PARTY,902 SW 11TH ST,7480011.0000 ,337754.0313 ,FRI
080913-4,8/9/2013  12:14:57 AM,SRN,306 SW 7TH ST,7481272.5000 ,339272.3438 ,FRI
080913-204,8/9/2013  9:15:00 PM,MUSIC,175 SW TWIN OAKS CR,7481273.5000 ,335912.6563 ,FRI
080913-218,8/9/2013  10:11:29 PM,PARTY,3140 NW 9TH ST,7486141.5000 ,352056.5313 ,FRI
080913-220,8/9/2013  10:25:08 PM,MUSIC,175 SW TWIN OAKS CR,7481273.5000 ,335912.6563 ,FRI
080913-244,8/9/2013  11:48:14 PM,PARTY,NW 14TH ST AND NW VAN BUREN AV,7480055.0000 ,341428.0000 ,FRI
